method,id,gold,base_label,predicted_label,biolinkbert_label,uncertainty_score,audit_score,label_entropy,maybe_fraction,inconclusive_fraction,mean_disagreement_with_mode,flip_rate,panel_uncertainty_conf,bert_is_maybe,semantic_entropy,supported,refuted,silent
audit_qwen14b_oracle_balanced90,pubmedqa-official-21823940,no,,,,,0.0,,,,,,,,,2,0,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-16538201,maybe,,,,,0.325,,,,,,,,,1,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-22540518,yes,,,,,0.0,,,,,,,,,3,0,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-17971187,no,,,,,0.0,,,,,,,,,2,0,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-20971618,maybe,,,,,1.0,,,,,,,,,0,0,3
audit_qwen14b_oracle_balanced90,pubmedqa-official-20629769,yes,,,,,0.5666666666666667,,,,,,,,,1,1,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-27642458,no,,,,,0.325,,,,,,,,,1,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-24336869,maybe,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-21726930,yes,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-12970636,no,,,,,0.0,,,,,,,,,1,0,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-20197761,maybe,,,,,0.0,,,,,,,,,3,0,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-21481154,yes,,,,,1.0,,,,,,,,,0,0,2
audit_qwen14b_oracle_balanced90,pubmedqa-official-11138995,no,,,,,0.35,,,,,,,,,1,1,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-16968876,maybe,,,,,0.0,,,,,,,,,0,0,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-22902073,yes,,,,,0.0,,,,,,,,,2,0,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-15388567,no,,,,,0.5666666666666667,,,,,,,,,1,1,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-26778755,maybe,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-26370095,yes,,,,,0.0,,,,,,,,,2,0,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-19142546,no,,,,,0.0,,,,,,,,,0,1,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-18568290,maybe,,,,,0.325,,,,,,,,,1,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-18041059,yes,,,,,0.35,,,,,,,,,1,1,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-8921484,no,,,,,0.325,,,,,,,,,1,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-25371231,maybe,,,,,0.325,,,,,,,,,1,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-15041506,yes,,,,,0.0,,,,,,,,,1,0,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-26209118,no,,,,,0.0,,,,,,,,,0,1,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-25394614,maybe,,,,,0.43333333333333335,,,,,,,,,0,1,2
audit_qwen14b_oracle_balanced90,pubmedqa-official-11146778,yes,,,,,0.325,,,,,,,,,1,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-22668852,no,,,,,0.0,,,,,,,,,0,1,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-11570976,maybe,,,,,0.325,,,,,,,,,1,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-27281318,yes,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-18019905,no,,,,,0.325,,,,,,,,,1,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-16816043,maybe,,,,,1.0,,,,,,,,,0,0,2
audit_qwen14b_oracle_balanced90,pubmedqa-official-21645374,yes,,,,,0.325,,,,,,,,,1,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-18378554,no,,,,,0.35,,,,,,,,,1,1,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-12805495,maybe,,,,,0.39583333333333337,,,,,,,,,2,1,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-9465206,yes,,,,,0.175,,,,,,,,,3,1,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-24073931,no,,,,,1.0,,,,,,,,,0,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-25571931,maybe,,,,,1.0,,,,,,,,,0,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-25887165,yes,,,,,0.0,,,,,,,,,2,0,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-7547656,no,,,,,0.35,,,,,,,,,1,1,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-19578820,maybe,,,,,0.0,,,,,,,,,2,0,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-15995461,yes,,,,,0.0,,,,,,,,,2,0,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-28359277,no,,,,,0.23333333333333334,,,,,,,,,2,1,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-18243752,maybe,,,,,0.35,,,,,,,,,1,1,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-21850494,yes,,,,,0.0,,,,,,,,,3,0,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-18667100,no,,,,,0.0,,,,,,,,,2,0,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-11458136,maybe,,,,,0.325,,,,,,,,,1,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-19106867,yes,,,,,0.325,,,,,,,,,1,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-10781708,no,,,,,0.21666666666666667,,,,,,,,,0,2,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-12790890,maybe,,,,,0.43333333333333335,,,,,,,,,1,0,2
audit_qwen14b_oracle_balanced90,pubmedqa-official-21342862,yes,,,,,0.325,,,,,,,,,1,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-22522271,no,,,,,0.35,,,,,,,,,1,1,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-18714572,maybe,,,,,0.325,,,,,,,,,1,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-24352924,yes,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_qwen14b_oracle_balanced90,pubmedqa-official-11955750,no,,,,,0.0,,,,,,,,,0,1,0
audit_qwen14b_oracle_balanced90,pubmedqa-official-25103647,maybe,,,,,0.35,,,,,,,,,1,1,0
audit_qwen7b_balanced90,pubmedqa-official-12377809,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-24577079,no,,,,,0.0,,,,,,,,,6,0,0
audit_qwen7b_balanced90,pubmedqa-official-18284441,maybe,,,,,0.0,,,,,,,,,6,0,0
audit_qwen7b_balanced90,pubmedqa-official-26163474,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-24669960,no,,,,,0.0,,,,,,,,,6,0,0
audit_qwen7b_balanced90,pubmedqa-official-18802997,maybe,,,,,0.0,,,,,,,,,6,0,0
audit_qwen7b_balanced90,pubmedqa-official-19100463,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-15502995,no,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-17621202,maybe,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-18537964,yes,,,,,0.0,,,,,,,,,2,0,0
audit_qwen7b_balanced90,pubmedqa-official-21214884,no,,,,,0.0,,,,,,,,,2,0,0
audit_qwen7b_balanced90,pubmedqa-official-11411430,maybe,,,,,0.1625,,,,,,,,,3,0,1
audit_qwen7b_balanced90,pubmedqa-official-12913878,yes,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-24476003,no,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-26708803,maybe,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-12765819,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-22758782,no,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-25079920,maybe,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-25475395,yes,,,,,0.10833333333333334,,,,,,,,,5,0,1
audit_qwen7b_balanced90,pubmedqa-official-14627582,no,,,,,0.0,,,,,,,,,5,0,0
audit_qwen7b_balanced90,pubmedqa-official-25793749,maybe,,,,,0.0,,,,,,,,,7,0,0
audit_qwen7b_balanced90,pubmedqa-official-19130332,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-24666444,no,,,,,0.39583333333333337,,,,,,,,,2,1,1
audit_qwen7b_balanced90,pubmedqa-official-19103915,maybe,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-9427037,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-18496363,no,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_qwen7b_balanced90,pubmedqa-official-11867487,maybe,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-24481006,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-12040336,no,,,,,0.0,,,,,,,,,5,0,0
audit_qwen7b_balanced90,pubmedqa-official-12630042,maybe,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_qwen7b_balanced90,pubmedqa-official-8165771,yes,,,,,0.35,,,,,,,,,2,2,0
audit_qwen7b_balanced90,pubmedqa-official-14631523,no,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_qwen7b_balanced90,pubmedqa-official-19468282,maybe,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-22680064,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-21823940,no,,,,,0.0,,,,,,,,,5,0,0
audit_qwen7b_balanced90,pubmedqa-official-16538201,maybe,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-22540518,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-17971187,no,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-20971618,maybe,,,,,0.5666666666666667,,,,,,,,,1,1,1
audit_qwen7b_balanced90,pubmedqa-official-20629769,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-27642458,no,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_qwen7b_balanced90,pubmedqa-official-24336869,maybe,,,,,0.1625,,,,,,,,,3,0,1
audit_qwen7b_balanced90,pubmedqa-official-21726930,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-12970636,no,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-20197761,maybe,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-21481154,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-11138995,no,,,,,0.39583333333333337,,,,,,,,,1,2,1
audit_qwen7b_balanced90,pubmedqa-official-16968876,maybe,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-22902073,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-15388567,no,,,,,0.21666666666666667,,,,,,,,,0,2,1
audit_qwen7b_balanced90,pubmedqa-official-26778755,maybe,,,,,0.0,,,,,,,,,5,0,0
audit_qwen7b_balanced90,pubmedqa-official-26370095,yes,,,,,0.0,,,,,,,,,5,0,0
audit_qwen7b_balanced90,pubmedqa-official-19142546,no,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-18568290,maybe,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-18041059,yes,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-8921484,no,,,,,0.09285714285714286,,,,,,,,,6,0,1
audit_qwen7b_balanced90,pubmedqa-official-25371231,maybe,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-15041506,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-26209118,no,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-25394614,maybe,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-11146778,yes,,,,,0.0,,,,,,,,,7,0,0
audit_qwen7b_balanced90,pubmedqa-official-22668852,no,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-11570976,maybe,,,,,1.0,,,,,,,,,0,0,1
audit_qwen7b_balanced90,pubmedqa-official-27281318,yes,,,,,0.325,,,,,,,,,1,0,1
audit_qwen7b_balanced90,pubmedqa-official-18019905,no,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_qwen7b_balanced90,pubmedqa-official-16816043,maybe,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_qwen7b_balanced90,pubmedqa-official-21645374,yes,,,,,0.1625,,,,,,,,,3,0,1
audit_qwen7b_balanced90,pubmedqa-official-18378554,no,,,,,0.1625,,,,,,,,,3,0,1
audit_qwen7b_balanced90,pubmedqa-official-12805495,maybe,,,,,0.10833333333333334,,,,,,,,,5,0,1
audit_qwen7b_balanced90,pubmedqa-official-9465206,yes,,,,,0.43333333333333335,,,,,,,,,1,0,2
audit_qwen7b_balanced90,pubmedqa-official-24073931,no,,,,,0.1625,,,,,,,,,3,0,1
audit_qwen7b_balanced90,pubmedqa-official-25571931,maybe,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-25887165,yes,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-7547656,no,,,,,0.175,,,,,,,,,3,1,0
audit_qwen7b_balanced90,pubmedqa-official-19578820,maybe,,,,,0.0,,,,,,,,,2,0,0
audit_qwen7b_balanced90,pubmedqa-official-15995461,yes,,,,,0.0,,,,,,,,,1,0,0
audit_qwen7b_balanced90,pubmedqa-official-28359277,no,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-18243752,maybe,,,,,0.18571428571428572,,,,,,,,,5,0,2
audit_qwen7b_balanced90,pubmedqa-official-21850494,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-18667100,no,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-11458136,maybe,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-19106867,yes,,,,,0.0,,,,,,,,,7,0,0
audit_qwen7b_balanced90,pubmedqa-official-10781708,no,,,,,0.0,,,,,,,,,3,0,0
audit_qwen7b_balanced90,pubmedqa-official-12790890,maybe,,,,,0.0,,,,,,,,,6,0,0
audit_qwen7b_balanced90,pubmedqa-official-21342862,yes,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-22522271,no,,,,,0.0,,,,,,,,,4,0,0
audit_qwen7b_balanced90,pubmedqa-official-18714572,maybe,,,,,0.0,,,,,,,,,5,0,0
audit_qwen7b_balanced90,pubmedqa-official-24352924,yes,,,,,0.10833333333333334,,,,,,,,,5,0,1
audit_qwen7b_balanced90,pubmedqa-official-11955750,no,,,,,0.1625,,,,,,,,,3,0,1
audit_qwen7b_balanced90,pubmedqa-official-25103647,maybe,,,,,0.1625,,,,,,,,,3,0,1
audit_r1_14b_balanced90,pubmedqa-official-12377809,yes,,,,,0.0,,,,,,,,,2,0,0
audit_r1_14b_balanced90,pubmedqa-official-24577079,no,,,,,0.23333333333333334,,,,,,,,,1,2,0
audit_r1_14b_balanced90,pubmedqa-official-18284441,maybe,,,,,0.1625,,,,,,,,,3,0,1
audit_r1_14b_balanced90,pubmedqa-official-26163474,yes,,,,,0.0,,,,,,,,,3,0,0
audit_r1_14b_balanced90,pubmedqa-official-24669960,no,,,,,0.0,,,,,,,,,0,2,0
audit_r1_14b_balanced90,pubmedqa-official-18802997,maybe,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_r1_14b_balanced90,pubmedqa-official-19100463,yes,,,,,0.1625,,,,,,,,,3,0,1
audit_r1_14b_balanced90,pubmedqa-official-15502995,no,,,,,0.325,,,,,,,,,0,1,1
audit_r1_14b_balanced90,pubmedqa-official-17621202,maybe,,,,,0.35,,,,,,,,,1,1,0
audit_r1_14b_balanced90,pubmedqa-official-18537964,yes,,,,,0.0,,,,,,,,,2,0,0
audit_r1_14b_balanced90,pubmedqa-official-21214884,no,,,,,0.0,,,,,,,,,0,2,0
audit_r1_14b_balanced90,pubmedqa-official-11411430,maybe,,,,,0.0,,,,,,,,,0,0,0
audit_r1_14b_balanced90,pubmedqa-official-12913878,yes,,,,,0.0,,,,,,,,,3,0,0
audit_r1_14b_balanced90,pubmedqa-official-24476003,no,,,,,0.0,,,,,,,,,0,2,0
audit_r1_14b_balanced90,pubmedqa-official-26708803,maybe,,,,,0.0,,,,,,,,,2,0,0
audit_r1_14b_balanced90,pubmedqa-official-12765819,yes,,,,,0.0,,,,,,,,,1,0,0
audit_r1_14b_balanced90,pubmedqa-official-22758782,no,,,,,0.43333333333333335,,,,,,,,,0,1,2
audit_r1_14b_balanced90,pubmedqa-official-25079920,maybe,,,,,0.5666666666666667,,,,,,,,,1,1,1
audit_r1_14b_balanced90,pubmedqa-official-25475395,yes,,,,,0.35,,,,,,,,,2,2,0
audit_r1_14b_balanced90,pubmedqa-official-14627582,no,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_r1_14b_balanced90,pubmedqa-official-25793749,maybe,,,,,0.0,,,,,,,,,2,0,0
audit_r1_14b_balanced90,pubmedqa-official-19130332,yes,,,,,0.675,,,,,,,,,1,1,2
audit_r1_14b_balanced90,pubmedqa-official-24666444,no,,,,,0.325,,,,,,,,,0,1,1
audit_r1_14b_balanced90,pubmedqa-official-19103915,maybe,,,,,0.3261904761904762,,,,,,,,,4,2,1
audit_r1_14b_balanced90,pubmedqa-official-9427037,yes,,,,,0.0,,,,,,,,,1,0,0
audit_r1_14b_balanced90,pubmedqa-official-18496363,no,,,,,1.0,,,,,,,,,0,0,3
audit_r1_14b_balanced90,pubmedqa-official-11867487,maybe,,,,,0.39583333333333337,,,,,,,,,1,2,1
audit_r1_14b_balanced90,pubmedqa-official-24481006,yes,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_r1_14b_balanced90,pubmedqa-official-12040336,no,,,,,0.0,,,,,,,,,0,2,0
audit_r1_14b_balanced90,pubmedqa-official-12630042,maybe,,,,,0.325,,,,,,,,,1,0,1
audit_r1_14b_balanced90,pubmedqa-official-8165771,yes,,,,,0.23333333333333334,,,,,,,,,2,1,0
audit_r1_14b_balanced90,pubmedqa-official-14631523,no,,,,,0.0,,,,,,,,,0,2,0
audit_r1_14b_balanced90,pubmedqa-official-19468282,maybe,,,,,0.0,,,,,,,,,2,0,0
audit_r1_14b_balanced90,pubmedqa-official-22680064,yes,,,,,0.0,,,,,,,,,1,0,0
audit_r1_14b_balanced90,pubmedqa-official-21823940,no,,,,,0.23333333333333334,,,,,,,,,1,2,0
audit_r1_14b_balanced90,pubmedqa-official-16538201,maybe,,,,,1.0,,,,,,,,,0,0,1
audit_r1_14b_balanced90,pubmedqa-official-22540518,yes,,,,,0.0,,,,,,,,,3,0,0
audit_r1_14b_balanced90,pubmedqa-official-17971187,no,,,,,0.35,,,,,,,,,1,1,0
audit_r1_14b_balanced90,pubmedqa-official-20971618,maybe,,,,,0.5666666666666667,,,,,,,,,1,1,1
audit_r1_14b_balanced90,pubmedqa-official-20629769,yes,,,,,0.1625,,,,,,,,,3,0,1
audit_r1_14b_balanced90,pubmedqa-official-27642458,no,,,,,1.0,,,,,,,,,0,0,1
audit_r1_14b_balanced90,pubmedqa-official-24336869,maybe,,,,,0.0,,,,,,,,,4,0,0
audit_r1_14b_balanced90,pubmedqa-official-21726930,yes,,,,,0.0,,,,,,,,,2,0,0
audit_r1_14b_balanced90,pubmedqa-official-12970636,no,,,,,0.325,,,,,,,,,1,0,1
audit_r1_14b_balanced90,pubmedqa-official-20197761,maybe,,,,,0.325,,,,,,,,,1,0,1
audit_r1_14b_balanced90,pubmedqa-official-21481154,yes,,,,,0.325,,,,,,,,,1,0,1
audit_r1_14b_balanced90,pubmedqa-official-11138995,no,,,,,0.0,,,,,,,,,0,2,0
audit_r1_14b_balanced90,pubmedqa-official-16968876,maybe,,,,,0.0,,,,,,,,,0,0,0
audit_r1_14b_balanced90,pubmedqa-official-22902073,yes,,,,,0.0,,,,,,,,,3,0,0
audit_r1_14b_balanced90,pubmedqa-official-15388567,no,,,,,1.0,,,,,,,,,0,0,2
audit_r1_14b_balanced90,pubmedqa-official-26778755,maybe,,,,,0.23333333333333334,,,,,,,,,1,2,0
audit_r1_14b_balanced90,pubmedqa-official-26370095,yes,,,,,0.0,,,,,,,,,3,0,0
audit_r1_14b_balanced90,pubmedqa-official-19142546,no,,,,,0.0,,,,,,,,,0,2,0
audit_r1_14b_balanced90,pubmedqa-official-18568290,maybe,,,,,0.0,,,,,,,,,2,0,0
audit_r1_14b_balanced90,pubmedqa-official-18041059,yes,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_r1_14b_balanced90,pubmedqa-official-8921484,no,,,,,0.39583333333333337,,,,,,,,,1,2,1
audit_r1_14b_balanced90,pubmedqa-official-25371231,maybe,,,,,0.325,,,,,,,,,1,0,1
audit_r1_14b_balanced90,pubmedqa-official-15041506,yes,,,,,0.0,,,,,,,,,2,0,0
audit_r1_14b_balanced90,pubmedqa-official-26209118,no,,,,,0.0,,,,,,,,,0,2,0
audit_r1_14b_balanced90,pubmedqa-official-25394614,maybe,,,,,0.0,,,,,,,,,0,2,0
audit_r1_14b_balanced90,pubmedqa-official-11146778,yes,,,,,0.21666666666666667,,,,,,,,,0,2,1
audit_r1_14b_balanced90,pubmedqa-official-22668852,no,,,,,0.0,,,,,,,,,0,0,0
audit_r1_14b_balanced90,pubmedqa-official-11570976,maybe,,,,,1.0,,,,,,,,,0,0,1
audit_r1_14b_balanced90,pubmedqa-official-27281318,yes,,,,,0.0,,,,,,,,,2,0,0
audit_r1_14b_balanced90,pubmedqa-official-18019905,no,,,,,0.325,,,,,,,,,1,0,1
audit_r1_14b_balanced90,pubmedqa-official-16816043,maybe,,,,,0.23333333333333334,,,,,,,,,2,1,0
audit_r1_14b_balanced90,pubmedqa-official-21645374,yes,,,,,0.0,,,,,,,,,3,0,0
audit_r1_14b_balanced90,pubmedqa-official-18378554,no,,,,,0.35,,,,,,,,,1,1,0
audit_r1_14b_balanced90,pubmedqa-official-12805495,maybe,,,,,0.1625,,,,,,,,,3,0,1
audit_r1_14b_balanced90,pubmedqa-official-9465206,yes,,,,,1.0,,,,,,,,,0,0,3
audit_r1_14b_balanced90,pubmedqa-official-24073931,no,,,,,1.0,,,,,,,,,0,0,3
audit_r1_14b_balanced90,pubmedqa-official-25571931,maybe,,,,,0.35,,,,,,,,,1,1,0
audit_r1_14b_balanced90,pubmedqa-official-25887165,yes,,,,,0.0,,,,,,,,,1,0,0
audit_r1_14b_balanced90,pubmedqa-official-7547656,no,,,,,0.0,,,,,,,,,0,1,0
audit_r1_14b_balanced90,pubmedqa-official-19578820,maybe,,,,,0.0,,,,,,,,,2,0,0
audit_r1_14b_balanced90,pubmedqa-official-15995461,yes,,,,,0.0,,,,,,,,,1,0,0
audit_r1_14b_balanced90,pubmedqa-official-28359277,no,,,,,1.0,,,,,,,,,0,0,4
audit_r1_14b_balanced90,pubmedqa-official-18243752,maybe,,,,,1.0,,,,,,,,,0,0,2
audit_r1_14b_balanced90,pubmedqa-official-21850494,yes,,,,,0.13,,,,,,,,,4,0,1
audit_r1_14b_balanced90,pubmedqa-official-18667100,no,,,,,0.0,,,,,,,,,0,2,0
audit_r1_14b_balanced90,pubmedqa-official-11458136,maybe,,,,,0.325,,,,,,,,,0,2,2
audit_r1_14b_balanced90,pubmedqa-official-19106867,yes,,,,,1.0,,,,,,,,,0,0,1
audit_r1_14b_balanced90,pubmedqa-official-10781708,no,,,,,0.325,,,,,,,,,0,1,1
audit_r1_14b_balanced90,pubmedqa-official-12790890,maybe,,,,,0.325,,,,,,,,,2,0,2
audit_r1_14b_balanced90,pubmedqa-official-21342862,yes,,,,,0.0,,,,,,,,,1,0,0
audit_r1_14b_balanced90,pubmedqa-official-22522271,no,,,,,0.325,,,,,,,,,0,1,1
audit_r1_14b_balanced90,pubmedqa-official-18714572,maybe,,,,,0.23333333333333334,,,,,,,,,2,1,0
audit_r1_14b_balanced90,pubmedqa-official-24352924,yes,,,,,0.39583333333333337,,,,,,,,,2,1,1
audit_r1_14b_balanced90,pubmedqa-official-11955750,no,,,,,1.0,,,,,,,,,0,0,2
audit_r1_14b_balanced90,pubmedqa-official-25103647,maybe,,,,,0.0,,,,,,,,,0,0,0
nli_abstract_balanced90,pubmedqa-official-12377809,yes,,,,,0.9941462686648781,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-24577079,no,,,,,0.9833381720849235,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-18284441,maybe,,,,,0.9972052890651947,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-26163474,yes,,,,,0.966322897169724,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-24669960,no,,,,,0.8043345729135443,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-18802997,maybe,,,,,0.7601350721733735,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-19100463,yes,,,,,0.751508102896314,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-15502995,no,,,,,0.9685759922237355,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-17621202,maybe,,,,,0.6254707550921073,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-18537964,yes,,,,,0.9966765818560797,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-21214884,no,,,,,0.967483920885112,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-11411430,maybe,,,,,0.9775330260418822,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-12913878,yes,,,,,0.9978515394826326,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-24476003,no,,,,,0.8157273945941461,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-26708803,maybe,,,,,0.9950018692497569,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-12765819,yes,,,,,0.9260230004116146,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-22758782,no,,,,,0.9935011860864607,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-25079920,maybe,,,,,0.8120310184720635,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-25475395,yes,,,,,0.983103903457361,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-14627582,no,,,,,0.9429609846206469,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-25793749,maybe,,,,,0.9985585274273515,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-19130332,yes,,,,,0.9952186737351261,,,,,,,,,,,
